Type,Response ID,Start Date,End Date,Status,Source Type,InteractPedestrian,InteractBicycle,CircumstancesCoded,FeelingsProvingGround,SafetyHuman,SafetyAV,AVSafetyPotential,RegulationTesting,RegulationSpeed,RegulationSchoolZone,RegulationShareData,AdvocacyIssues,BikePghPosition,PayingAttentionAV,FamiliarityTechnoology,ZipCode
Public,260897419,03/06/2017 11:12:58 AM PST,03/06/2017 11:15:08 AM PST,COMPLETE,Survey Link,No,Yes,,Somewhat Approve,3,4,Yes,Yes,Yes,No,Yes,Agree,Actively Support,To some extent,Not familiar at all,15206
Public,260897422,03/06/2017 11:13:12 AM PST,03/06/2017 11:18:37 AM PST,COMPLETE,Survey Link,Not sure,No,,Somewhat Approve,3,4,Yes,No,Yes,Not sure,Not sure,Disagree,Neither Support nor Oppose,To a large extent,Extremely familiar,15090
Public,260897439,03/06/2017 11:14:01 AM PST,03/06/2017 11:17:18 AM PST,COMPLETE,Survey Link,No,Yes,,Approve,2,4,Yes,Not sure,No,No,No,Neutral,Actively Support,To a moderate extent,Somewhat familiar,15222
Public,260897454,03/06/2017 11:14:39 AM PST,03/06/2017 11:24:21 AM PST,COMPLETE,Survey Link,No,No,,Approve,4,No experience,Yes,Yes,No,Not sure,Yes,Neutral,Actively Support,To a moderate extent,Somewhat familiar,15202
Public,260897470,03/06/2017 11:15:54 AM PST,03/06/2017 11:18:07 AM PST,COMPLETE,Survey Link,No,No,,Approve,5,No experience,Yes,Yes,Yes,No,Yes,Agree,Actively Support,To some extent,Mostly familiar,15212
Public,260897526,03/06/2017 11:20:03 AM PST,03/06/2017 11:23:44 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Disapprove,2,1,Maybe,Yes,Yes,Yes,Yes,Agree,Neither Support nor Oppose,To little extent,Mostly Unfamiliar,15237
Public,260897581,03/06/2017 11:22:41 AM PST,03/06/2017 11:26:29 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,3,3,Not sure,No,No,Yes,Yes,Neutral,Neither Support nor Oppose,To some extent,Not familiar at all,15033
Public,260897597,03/06/2017 11:23:34 AM PST,03/06/2017 11:28:23 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,2,3,Yes,Yes,Yes,Yes,Yes,Neutral,Actively Support,To a moderate extent,Mostly familiar,15237
Public,260897602,03/06/2017 11:23:50 AM PST,03/06/2017 11:27:46 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,4,3,Yes,Yes,Yes,Not sure,Yes,Strongly Agree,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15143
Public,260897634,03/06/2017 11:25:59 AM PST,03/06/2017 11:28:04 AM PST,COMPLETE,Survey Link,No,No,,Approve,4,No experience,Yes,No,No,No,No,Strongly Disagree,Actively Support,To some extent,Mostly familiar,15213
Public,260897711,03/06/2017 11:28:48 AM PST,03/06/2017 11:38:25 AM PST,COMPLETE,Survey Link,No,No,,Approve,2,No experience,Yes,Yes,No,No,Not sure,Neutral,Actively Support,To a large extent,Extremely familiar,15206
Public,260897756,03/06/2017 11:31:14 AM PST,03/06/2017 11:33:13 AM PST,COMPLETE,Survey Link,No,Yes,,Somewhat Approve,2,5,Yes,Yes,Not sure,No,Yes,Neutral,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15218
Public,260897838,03/06/2017 11:33:39 AM PST,03/06/2017 11:37:17 AM PST,COMPLETE,Survey Link,No,No,,Approve,1,5,Yes,Yes,No,No,Yes,Disagree,Actively Support,To some extent,Mostly familiar,15135
Public,260898095,03/06/2017 11:39:36 AM PST,03/06/2017 11:40:52 AM PST,COMPLETE,Survey Link,No,No,,Approve,3,3,Yes,Not sure,Yes,Not sure,Yes,Neutral,Actively Support,To a moderate extent,Mostly Unfamiliar,15232
Public,260898114,03/06/2017 11:40:12 AM PST,03/06/2017 11:44:40 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Disapprove,4,2,Not sure,Yes,Yes,Not sure,Yes,Agree,Neither Support nor Oppose,To little extent,Mostly Unfamiliar,15203
Public,260898145,03/06/2017 11:41:02 AM PST,03/06/2017 11:42:10 AM PST,COMPLETE,Survey Link,No,No,,Neutral,2,2,Maybe,Yes,Yes,Yes,Yes,Agree,No Opinion,To a moderate extent,Somewhat familiar,15367
Public,260898197,03/06/2017 11:42:19 AM PST,03/06/2017 11:43:22 AM PST,COMPLETE,Survey Link,No,No,,Neutral,3,3,Maybe,Yes,Yes,Yes,Yes,Neutral,No Opinion,To some extent,Mostly Unfamiliar,15212
Public,260898271,03/06/2017 11:45:16 AM PST,03/06/2017 11:58:39 AM PST,COMPLETE,Survey Link,No,No,,Approve,3,3,Maybe,Yes,Yes,Yes,Not sure,Agree,Neither Support nor Oppose,To some extent,Mostly Unfamiliar,15222
Public,260898380,03/06/2017 11:49:00 AM PST,03/06/2017 11:53:42 AM PST,COMPLETE,Survey Link,Not sure,Not sure,,Approve,4,4,Maybe,Yes,Not sure,No,No,Neutral,Neither Support nor Oppose,To a moderate extent,Mostly Unfamiliar,15090
Public,260898410,03/06/2017 11:50:01 AM PST,03/06/2017 11:55:31 AM PST,COMPLETE,Survey Link,No,No,,Approve,3,5,Yes,Yes,Yes,No,Yes,Disagree,Actively Support,To a large extent,Extremely familiar,15209
Public,260898690,03/06/2017 11:59:01 AM PST,03/06/2017 12:02:51 PM PST,COMPLETE,Survey Link,Not sure,Not sure,,Somewhat Approve,3,3,Maybe,Yes,No,Not sure,Yes,Agree,Actively Support,To some extent,Mostly Unfamiliar,15222
Public,260898832,03/06/2017 12:02:45 PM PST,03/06/2017 12:05:10 PM PST,COMPLETE,Survey Link,Yes,Yes,,Disapprove,3,2,No,Yes,Yes,Yes,Yes,Neutral,Actively Oppose,To little extent,Mostly Unfamiliar,15146
Public,260899021,03/06/2017 12:09:54 PM PST,03/06/2017 12:11:29 PM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,3,3,Yes,Yes,Yes,Yes,Yes,Disagree,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15221
Public,260899166,03/06/2017 12:14:27 PM PST,03/06/2017 12:19:15 PM PST,COMPLETE,Survey Link,No,No,,Approve,4,5,Yes,Yes,Yes,No,No,Disagree,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15232
Public,260899671,03/06/2017 12:36:09 PM PST,03/06/2017 12:37:46 PM PST,COMPLETE,Survey Link,No,No,,Approve,4,No experience,Yes,Yes,Yes,No,No,Disagree,Neither Support nor Oppose,To a large extent,Mostly familiar,15217
Public,260899941,03/06/2017 12:50:13 PM PST,03/06/2017 12:51:47 PM PST,COMPLETE,Survey Link,No,Not sure,,Somewhat Disapprove,3,No experience,No,Yes,Yes,Yes,Yes,Agree,Actively Oppose,To some extent,Somewhat familiar,15102
Public,260900152,03/06/2017 1:00:26 PM PST,03/06/2017 1:06:50 PM PST,COMPLETE,Survey Link,No,No,,Disapprove,4,1,No,Not sure,Yes,Yes,Not sure,Disagree,Actively Oppose,To some extent,Mostly Unfamiliar,15212
Public,260900206,03/06/2017 1:02:00 PM PST,03/06/2017 1:03:23 PM PST,COMPLETE,Survey Link,No,No,,Neutral,3,3,Maybe,Yes,Yes,Yes,Yes,Disagree,Neither Support nor Oppose,To a moderate extent,Mostly familiar,15217
Public,260900251,03/06/2017 1:04:25 PM PST,03/06/2017 1:11:05 PM PST,COMPLETE,Survey Link,No,No,,Disapprove,5,1,No,Yes,Yes,Yes,Yes,Strongly Agree,Actively Oppose,To a large extent,Extremely familiar,15206
Public,260900328,03/06/2017 1:07:53 PM PST,03/06/2017 1:13:14 PM PST,COMPLETE,Survey Link,No,No,,Disapprove,5,1,No,Yes,Yes,Yes,No,Strongly Agree,Actively Oppose,To some extent,Mostly familiar,15213
Public,260900362,03/06/2017 1:10:12 PM PST,03/06/2017 1:14:03 PM PST,COMPLETE,Survey Link,No,No,,Neutral,2,2,Not sure,Yes,Yes,Not sure,Not sure,Neutral,Neither Support nor Oppose,Not at all,Somewhat familiar,15205
Public,260900554,03/06/2017 1:18:31 PM PST,03/06/2017 1:22:36 PM PST,COMPLETE,Survey Link,No,No,,Neutral,3,2,Not sure,Yes,Yes,Not sure,Yes,Neutral,No Opinion,To some extent,Somewhat familiar,15005
Public,260900653,03/06/2017 1:21:32 PM PST,03/06/2017 1:23:32 PM PST,COMPLETE,Survey Link,No,No,,Disapprove,No experience,No experience,Maybe,Yes,Yes,Yes,Yes,Neutral,No Opinion,To a moderate extent,Mostly familiar,97206
Public,260900877,03/06/2017 1:27:03 PM PST,03/06/2017 1:31:02 PM PST,COMPLETE,Survey Link,No,No,,Approve,3,5,Yes,Not sure,Not sure,No,Not sure,Neutral,Actively Support,To a moderate extent,Not familiar at all,15213
Public,260901003,03/06/2017 1:33:11 PM PST,03/06/2017 1:37:00 PM PST,COMPLETE,Survey Link,No,Yes,,Disapprove,2,2,Maybe,Yes,Yes,Yes,Yes,Agree,Neither Support nor Oppose,To a large extent,Mostly familiar,15217
Public,260901160,03/06/2017 1:39:41 PM PST,03/08/2017 1:45:23 PM PST,INCOMPLETE,Survey Link,,,,,,,,,,,,,,,,
Public,260901238,03/06/2017 1:43:45 PM PST,03/06/2017 1:46:25 PM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,4,No experience,Maybe,Yes,Yes,Yes,Yes,Strongly Agree,Actively Support,To some extent,Somewhat familiar,15212
Public,260901582,03/06/2017 1:54:08 PM PST,03/06/2017 1:56:46 PM PST,COMPLETE,Survey Link,No,No,,Neutral,3,3,Maybe,Yes,Yes,No,Yes,Disagree,Neither Support nor Oppose,To some extent,Somewhat familiar,15864
Public,260901668,03/06/2017 1:56:59 PM PST,03/06/2017 2:02:48 PM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,3,3,Maybe,Not sure,Not sure,Not sure,Yes,Disagree,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15218
Public,260901838,03/06/2017 2:04:34 PM PST,03/06/2017 2:06:20 PM PST,COMPLETE,Survey Link,No,No,,Approve,2,5,Yes,Yes,Yes,No,Yes,Neutral,Actively Support,To a moderate extent,Mostly Unfamiliar,15218
Public,260901872,03/06/2017 2:06:08 PM PST,03/06/2017 2:10:33 PM PST,COMPLETE,Survey Link,No,No,,Approve,2,No experience,Yes,Yes,Yes,No,Yes,Neutral,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15217
Public,260901926,03/06/2017 2:08:22 PM PST,03/06/2017 2:12:19 PM PST,COMPLETE,Survey Link,No,No,,Approve,3,4,Yes,Yes,Yes,No,Not sure,Neutral,Actively Support,To some extent,Somewhat familiar,15217
Public,260902159,03/06/2017 2:18:22 PM PST,03/06/2017 2:22:12 PM PST,COMPLETE,Survey Link,Not sure,Not sure,,Disapprove,1,1,No,Yes,Yes,Yes,Yes,Agree,Actively Oppose,To little extent,Somewhat familiar,15120
Public,260902246,03/06/2017 2:21:44 PM PST,03/06/2017 2:24:58 PM PST,COMPLETE,Survey Link,No,No,,Neutral,4,3,Maybe,Yes,Yes,Yes,Yes,Neutral,Neither Support nor Oppose,To some extent,Somewhat familiar,15668
Public,260902352,03/06/2017 2:26:31 PM PST,03/06/2017 2:30:25 PM PST,COMPLETE,Social,No,Not sure,,Disapprove,1,1,Yes,Yes,Yes,Yes,Yes,Strongly Agree,Actively Oppose,To some extent,Mostly Unfamiliar,15122
Public,260903276,03/06/2017 3:05:45 PM PST,03/06/2017 3:10:51 PM PST,COMPLETE,Survey Link,No,No,,Neutral,2,No experience,Maybe,Yes,Yes,Yes,No,Agree,Neither Support nor Oppose,To little extent,Mostly Unfamiliar,15062
Public,260903288,03/06/2017 3:06:09 PM PST,03/06/2017 3:08:38 PM PST,COMPLETE,Survey Link,No,No,,Approve,3,4,Yes,Yes,No,No,Yes,Neutral,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15101
Public,260903534,03/06/2017 3:16:49 PM PST,03/06/2017 3:19:46 PM PST,COMPLETE,Survey Link,No,Not sure,,Somewhat Approve,3,3,Maybe,Yes,Not sure,No,Yes,Neutral,Neither Support nor Oppose,To some extent,Somewhat familiar,15235
Public,260903655,03/06/2017 3:21:32 PM PST,03/06/2017 3:25:56 PM PST,COMPLETE,Survey Link,No,No,,Approve,3,No experience,Not sure,Yes,Yes,No,Yes,Disagree,Actively Support,To some extent,Mostly Unfamiliar,15202
Public,260904303,03/06/2017 3:48:51 PM PST,03/06/2017 3:51:24 PM PST,COMPLETE,Survey Link,Yes,No,,Approve,1,1,Yes,Yes,Yes,No,Yes,Neutral,Actively Support,To some extent,Mostly Unfamiliar,15224
Public,260904825,03/06/2017 4:12:15 PM PST,03/06/2017 4:17:22 PM PST,COMPLETE,Survey Link,No,No,,Somewhat Disapprove,4,No experience,Maybe,Yes,Yes,Not sure,Not sure,Neutral,Neither Support nor Oppose,To little extent,Mostly Unfamiliar,15212
Public,260905093,03/06/2017 4:25:17 PM PST,03/06/2017 4:27:29 PM PST,COMPLETE,Survey Link,Not sure,Not sure,,Approve,4,4,Maybe,Yes,Yes,Yes,Yes,Disagree,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15212
Public,260905519,03/06/2017 4:49:39 PM PST,03/06/2017 4:50:59 PM PST,COMPLETE,Survey Link,No,No,,Disapprove,3,3,No,Yes,Yes,Yes,Yes,Strongly Disagree,Actively Oppose,To some extent,Somewhat familiar,16602
Public,260905658,03/06/2017 4:56:58 PM PST,03/06/2017 5:00:37 PM PST,COMPLETE,Survey Link,No,No,,Neutral,3,No experience,Maybe,Yes,No,Not sure,Not sure,Agree,Actively Support,To some extent,Somewhat familiar,15129
Public,260906209,03/06/2017 5:22:28 PM PST,03/06/2017 5:24:42 PM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,2,2,Maybe,Yes,No,Not sure,Not sure,Neutral,Actively Support,To little extent,Not familiar at all,15238
Public,260907069,03/06/2017 5:57:07 PM PST,03/06/2017 5:59:08 PM PST,COMPLETE,Survey Link,Yes,Yes,,Approve,3,4,Yes,Yes,Not sure,Not sure,Yes,Neutral,Actively Support,To a moderate extent,Somewhat familiar,15224
Public,260907662,03/06/2017 6:19:35 PM PST,03/06/2017 6:21:54 PM PST,COMPLETE,Survey Link,No,No,,Approve,2,4,Yes,Yes,Yes,No,Yes,Agree,Actively Support,To a large extent,Somewhat familiar,15224
Public,260908222,03/06/2017 6:46:01 PM PST,03/06/2017 6:55:35 PM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,2,1,Not sure,Yes,Yes,Yes,Yes,Strongly Agree,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15206
Public,260908598,03/06/2017 7:01:14 PM PST,03/06/2017 7:05:15 PM PST,COMPLETE,Survey Link,No,No,,Approve,2,No experience,Maybe,Yes,Not sure,Not sure,Yes,Neutral,Neither Support nor Oppose,To some extent,Not familiar at all,15090
Public,260908700,03/06/2017 7:05:49 PM PST,03/06/2017 7:07:30 PM PST,COMPLETE,Survey Link,No,Not sure,,Neutral,4,No experience,Maybe,Yes,Yes,No,Yes,Neutral,Neither Support nor Oppose,To little extent,Not familiar at all,15212
Public,260909247,03/06/2017 7:31:41 PM PST,03/06/2017 7:33:57 PM PST,COMPLETE,Survey Link,No,Yes,,Neutral,3,3,No,No,Yes,Not sure,Yes,Disagree,Neither Support nor Oppose,To a moderate extent,Mostly familiar,15142
Public,260909511,03/06/2017 7:42:44 PM PST,03/06/2017 7:47:01 PM PST,COMPLETE,Survey Link,Not sure,Not sure,,Neutral,3,3,Not sure,Not sure,Not sure,Not sure,No,Neutral,No Opinion,To some extent,Not familiar at all,15217
Public,260909956,03/06/2017 8:03:40 PM PST,03/06/2017 8:14:08 PM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,2,4,Yes,Yes,No,No,Not sure,Disagree,Neither Support nor Oppose,To a moderate extent,Extremely familiar,15147
Public,260911576,03/06/2017 9:47:45 PM PST,03/06/2017 9:53:01 PM PST,COMPLETE,Survey Link,No,Not sure,,Somewhat Approve,3,4,Maybe,Yes,Yes,Yes,Yes,Disagree,Neither Support nor Oppose,To a moderate extent,Mostly familiar,15120
Public,260917351,03/06/2017 11:50:32 PM PST,03/06/2017 11:55:39 PM PST,COMPLETE,Survey Link,No,No,,Approve,3,4,Yes,Not sure,Not sure,Not sure,Yes,Neutral,Neither Support nor Oppose,To a large extent,Somewhat familiar,15212
Public,260937561,03/07/2017 2:37:44 AM PST,03/07/2017 2:40:08 AM PST,COMPLETE,Survey Link,No,No,,Neutral,No experience,No experience,Yes,Yes,Yes,Not sure,Yes,Agree,Neither Support nor Oppose,To little extent,Not familiar at all,15229
Public,260938755,03/07/2017 3:12:45 AM PST,03/07/2017 3:14:54 AM PST,COMPLETE,Survey Link,No,No,,Approve,3,3,Yes,Yes,No,No,Yes,Neutral,Actively Support,To a moderate extent,Somewhat familiar,15217
Public,260939988,03/07/2017 4:18:50 AM PST,03/07/2017 4:32:02 AM PST,COMPLETE,Survey Link,Not sure,Not sure,,Somewhat Approve,2,3,Yes,Yes,Yes,No,Yes,Agree,Neither Support nor Oppose,To little extent,Mostly Unfamiliar,15206
Public,260942322,03/07/2017 5:58:23 AM PST,03/07/2017 6:03:41 AM PST,COMPLETE,Survey Link,Yes,No,,Approve,4,3,Yes,No,No,No,No,Agree,Actively Support,To some extent,Not familiar at all,15228
Public,260946412,03/07/2017 7:50:47 AM PST,03/07/2017 7:52:37 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,3,3,Not sure,Yes,Yes,Yes,Yes,Neutral,Neither Support nor Oppose,Not at all,Not familiar at all,15206
Public,260946497,03/07/2017 7:55:37 AM PST,03/07/2017 8:01:10 AM PST,COMPLETE,Survey Link,No,No,,Disapprove,4,2,Maybe,Yes,Yes,Yes,Yes,Strongly Agree,Neither Support nor Oppose,To a large extent,Mostly Unfamiliar,15108
Public,260948427,03/07/2017 8:43:46 AM PST,03/07/2017 9:20:06 AM PST,COMPLETE,Survey Link,No,Yes,,Approve,2,4,Yes,Yes,Not sure,Not sure,Yes,Disagree,Actively Support,To a large extent,Mostly familiar,15219
Public,260963089,03/07/2017 10:15:36 AM PST,03/07/2017 10:25:40 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Disapprove,4,3,Yes,Yes,Not sure,Not sure,Yes,Neutral,Neither Support nor Oppose,To some extent,Mostly familiar,15208
Public,260963987,03/07/2017 10:20:38 AM PST,03/07/2017 10:22:20 AM PST,COMPLETE,Survey Link,No,No,,Approve,3,3,Maybe,Not sure,No,No,Not sure,Neutral,Neither Support nor Oppose,To a moderate extent,Mostly familiar,15203
Public,260968991,03/07/2017 10:49:02 AM PST,03/07/2017 10:52:21 AM PST,COMPLETE,Survey Link,No,No,,Neutral,3,4,Yes,Yes,Yes,Not sure,Not sure,Neutral,Neither Support nor Oppose,To little extent,Mostly Unfamiliar,15214
Public,260989734,03/07/2017 12:43:13 PM PST,03/07/2017 12:48:33 PM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,4,5,Yes,Not sure,Yes,No,Yes,Neutral,Actively Support,To a large extent,Somewhat familiar,15222
Public,260994901,03/07/2017 1:13:20 PM PST,03/07/2017 1:15:00 PM PST,COMPLETE,Survey Link,No,No,,Approve,3,4,Yes,Not sure,Not sure,Not sure,Yes,Neutral,Actively Support,Not at all,Somewhat familiar,15224
Public,261053768,03/07/2017 7:52:16 PM PST,03/07/2017 7:55:08 PM PST,COMPLETE,Survey Link,No,No,,Neutral,3,3,Not sure,No,No,No,No,Neutral,Actively Support,To a moderate extent,Not familiar at all,15207
Public,261059182,03/07/2017 8:50:14 PM PST,03/07/2017 8:51:36 PM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,2,3,Yes,Not sure,Not sure,Not sure,Not sure,Disagree,Neither Support nor Oppose,To a moderate extent,Extremely familiar,15237
Public,261087834,03/08/2017 8:54:41 AM PST,03/08/2017 8:59:07 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Disapprove,3,3,Maybe,Yes,Yes,Not sure,Yes,Agree,Neither Support nor Oppose,To little extent,Mostly Unfamiliar,15221
Public,261087911,03/08/2017 8:57:14 AM PST,03/08/2017 9:03:49 AM PST,COMPLETE,Survey Link,No,No,,Somewhat Approve,4,5,Yes,Yes,Not sure,Not sure,Not sure,Agree,Neither Support nor Oppose,To a large extent,Somewhat familiar,15661
Public,261088362,03/08/2017 9:10:31 AM PST,03/08/2017 9:12:21 AM PST,COMPLETE,Social,No,Yes,,Approve,3,5,Yes,No,Yes,No,Yes,Neutral,Actively Support,To a moderate extent,Somewhat familiar,15213
Public,261089266,03/08/2017 9:44:40 AM PST,03/08/2017 9:48:49 AM PST,COMPLETE,Social,No,No,,Approve,4,5,Yes,Yes,Not sure,No,Yes,Neutral,Actively Support,To a large extent,Somewhat familiar,15213
Public,261089344,03/08/2017 9:49:32 AM PST,03/08/2017 9:51:14 AM PST,COMPLETE,Social,No,No,,Somewhat Approve,5,4,Yes,Yes,Yes,No,No,Agree,Actively Support,To some extent,Somewhat familiar,15227
Public,261091760,03/08/2017 10:54:46 AM PST,03/08/2017 10:58:44 AM PST,COMPLETE,Survey Link,No,No,,Approve,3,4,Yes,Not sure,Not sure,No,Yes,Agree,Actively Support,To some extent,Somewhat familiar,15243
Public,261092370,03/08/2017 11:22:43 AM PST,03/08/2017 11:25:22 AM PST,COMPLETE,Survey Link,Not sure,Not sure,,Somewhat Disapprove,5,4,Not sure,No,Yes,Yes,Not sure,Disagree,Neither Support nor Oppose,To some extent,Mostly Unfamiliar,15217
Public,261096132,03/08/2017 1:26:00 PM PST,03/08/2017 1:33:54 PM PST,COMPLETE,Social,Not sure,Not sure,,Neutral,3,3,Yes,Yes,No,No,Not sure,Neutral,Neither Support nor Oppose,To little extent,Somewhat familiar,15216
Public,261100647,03/08/2017 4:03:38 PM PST,03/08/2017 4:07:09 PM PST,COMPLETE,Social,No,Yes,,Somewhat Approve,3,4,Yes,Not sure,No,No,Not sure,Disagree,Neither Support nor Oppose,To some extent,Somewhat familiar,15222
Public,261106419,03/08/2017 8:17:34 PM PST,03/08/2017 8:20:12 PM PST,COMPLETE,Social,No,Yes,,Disapprove,4,4,Maybe,Yes,Yes,Not sure,Yes,Neutral,No Opinion,To a moderate extent,Somewhat familiar,15206
Public,261157374,03/09/2017 2:21:02 AM PST,03/09/2017 2:23:27 AM PST,COMPLETE,Social,No,No,,Somewhat Approve,3,3,Maybe,Yes,Yes,Yes,Yes,Agree,Actively Support,To some extent,Mostly Unfamiliar,15217
Member,259886900,02/15/2017 12:11:03 PM PST,02/15/2017 12:12:27 PM PST,COMPLETE,Survey Link,Yes,Yes,9,Disapprove,1,1,Maybe,Yes,Yes,Yes,Yes,Disagree,Neither Support nor Oppose,Not at all,Somewhat familiar,15209
Member,259914050,02/15/2017 1:34:14 PM PST,02/15/2017 1:38:44 PM PST,COMPLETE,Survey Link,No,Yes,9,Somewhat Disapprove,3,1,No,Yes,Yes,No,No,Disagree,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15090
Member,260012773,02/16/2017 6:00:29 AM PST,02/16/2017 6:06:31 AM PST,COMPLETE,Survey Link,Yes,Yes,9,Neutral,2,2,Not sure,No,Yes,No,Yes,Disagree,Neither Support nor Oppose,To a moderate extent,Somewhat familiar,15212
Member,260023580,02/16/2017 9:08:32 AM PST,02/16/2017 9:15:00 AM PST,COMPLETE,Survey Link,No,No,9,Approve,4,4,Yes,Yes,Yes,No,Yes,Disagree,Actively Support,To a moderate extent,Mostly Unfamiliar,15206
Member,260023756,02/16/2017 9:12:19 AM PST,02/16/2017 9:27:38 AM PST,COMPLETE,Survey Link,No,No,9,Somewhat Approve,4,2,Yes,Yes,Yes,Yes,Yes,Agree,Actively Support,To a moderate extent,Somewhat familiar,15129
Member,260232048,02/21/2017 3:18:57 PM PST,02/21/2017 3:28:23 PM PST,COMPLETE,Survey Link,Yes,No,9,Disapprove,4,2,Yes,Yes,Yes,Yes,Yes,Agree,Neither Support nor Oppose,To a moderate extent,Mostly Unfamiliar,15206
Member,259906230,02/15/2017 1:03:28 PM PST,02/15/2017 1:12:01 PM PST,COMPLETE,Survey Link,No,Yes,4,Somewhat Approve,2,2,Not sure,Yes,Not sure,Not sure,Yes,Strongly Agree,Neither Support nor Oppose,To a large extent,Somewhat familiar,15222
Member,259923218,02/15/2017 2:13:40 PM PST,02/15/2017 2:19:05 PM PST,COMPLETE,Survey Link,Yes,Yes,4,Somewhat Disapprove,2,3,Yes,Yes,Yes,Yes,Yes,Neutral,Neither Support nor Oppose,To some extent,Mostly Unfamiliar,15213
Member,260172354,02/20/2017 12:16:07 PM PST,02/20/2017 12:35:35 PM PST,COMPLETE,Survey Link,Yes,Yes,4,Somewhat Approve,3,4,Yes,Yes,No,No,Yes,Agree,Actively Support,To some extent,Somewhat familiar,15206
Member,260226057,02/21/2017 11:30:13 AM PST,02/21/2017 11:35:29 AM PST,COMPLETE,Survey Link,No,Yes,4,Somewhat Disapprove,2,3,Yes,Yes,Yes,No,Not sure,Strongly Agree,Neither Support nor Oppose,To little extent,Mostly Unfamiliar,15213
Member,259887536,02/15/2017 12:26:53 PM PST,02/15/2017 12:41:37 PM PST,COMPLETE,Survey Link,Yes,Not sure,3,Neutral,3,4,Yes,Yes,Not sure,Not sure,Yes,Agree,Neither Support nor Oppose,To some extent,Mostly Unfamiliar,15201
